,name,type,price,star,comment,taste,env,service,recommend.0,recommend.1,recommend.2,zone,address,location
9724,一芳台湾水果茶(西湖D11食尚城店),饮品店,￥17,四星商户,107.0,8.3,8.3,9.0,黑糖粉圆可可鲜奶M,一芳水果茶M,古酿冬瓜茶L,凤起路沿线,武林路163号西湖D11食尚城1楼,"120.160601,30.262163"
9725,珂图咖啡厅 Cafe Couture,饮品店,￥99,四星商户,108.0,7.8,8.0,8.0,台湾牛肉面,和牛肉汉堡,澳洲肋眼牛排,钱江新城,丹桂街19号迪凯国际中心裙楼二楼,"120.216280,30.247237"
9726,o2鲜榨果汁(国大城市广场店),饮品店,￥21,四星商户,127.0,8.5,8.4,8.3,百香果雪梨,牛油果鲜橙,百香果柠檬,武林广场,延安路609号国大城市广场B2层,"120.163074,30.268320"
9727,1点点(丁桥店),饮品店,￥15,准五星商户,70.0,8.6,8.5,8.5,波霸奶绿,波霸奶茶,红茶玛奇朵,丁桥,惠兰雅路523号,"120.230170,30.353121"
9728,星巴克(野风现代中心店),饮品店,￥37,四星商户,234.0,7.9,8.0,7.8,太妃榛果风味糖脆拿铁,布蕾拿铁,摩卡曲奇星冰乐,和平广场,绍兴路161号野风现代中心一层,"120.175097,30.289229"
9729,1点点(环城北路店),饮品店,￥14,四星商户,171.0,8.1,7.9,8.1,四季玛奇朵,红茶黑糖玛奇朵,波霸奶绿,武林广场,环城北路215号杭州大厦中央商城b227,"120.161443,30.272179"
9730,马迭尔文化主题(城西银泰城店),饮品店,￥15,准五星商户,47.0,8.4,8.2,8.2,香草冰棍,马迭尔老酸奶,人气榴莲,城西银泰,丰潭路380号城西银泰大中庭4楼,"120.106526,30.299392"
9731,1点点(古墩印象城店),饮品店,￥13,准五星商户,51.0,8.6,8.6,8.7,焦糖奶茶,冰淇淋红茶,四季玛奇朵,古墩路沿线,古墩路588号印象城2楼1点点商铺号:hz2003A,"120.098272,30.293770"
9732,我们We,饮品店,￥50,准四星商户,151.0,7.5,8.0,7.7,脆炸鸡米花,焦糖玛琪雅朵,肉眼牛排,大关,大兜路112-118号,"120.146087,30.297654"
9733,1点点(宝龙城市广场店),饮品店,￥13,准五星商户,126.0,8.6,8.4,8.6,四季玛奇朵,四季奶青,波霸奶绿,下沙,浙江工商大学北门对面宝龙城市广场B1层,"120.383892,30.311511"
9734,luckin coffee瑞幸咖啡(茂泰世纪大楼店),饮品店,￥27,四星商户,65.0,8.2,7.9,8.4,咖啡,圣诞姜饼人拿铁,焦糖玛奇朵,下城区,中河北路83号,"120.170654,30.266951"
9735,luckin coffee瑞幸咖啡(东部商务中心店),饮品店,,四星商户,22.0,8.0,8.3,8.2,咖啡,焦糖玛奇朵,黑金气泡美式,下沙,杭州东部国际商务中心2幢101-2室,"120.322814,30.311475"
9736,CoCo都可(新华店),饮品店,￥11,四星商户,188.0,8.1,8.0,8.1,奶茶三兄弟,海盐奶盖绿,布丁奶茶,凤起路沿线,新华路42号,"120.176433,30.259908"
9737,1点点(市心南路店),饮品店,￥12,四星商户,115.0,8.3,8.3,8.3,波霸奶绿,四季玛奇朵,乌龙玛奇朵,市心南路,市心南路150-1号,"120.267292,30.160447"
9738,菓本堂(滨江宝龙店),饮品店,￥16,准五星商户,371.0,8.5,9.1,8.7,草莓凤梨,芒果梨,草莓甘蔗,滨江宝龙城,火炬大道宝龙城4楼,"120.167371,30.187761"
9739,Cafe Del Moonshine木•杉,饮品店,￥40,四星商户,21.0,7.8,7.8,7.8,手冲咖啡,热拿铁,摩卡奇诺,高新文教区,信义坊步行街207号,"120.142941,30.294268"
9740,张小盒·茶,饮品店,￥17,四星商户,27.0,8.0,8.1,8.4,奥利奥脏脏茶,超级水果杯,张小盒,天虹购物中心,凤起东路天虹购物中心B座6楼,"120.209843,30.264579"
9741,COSTA COFFEE(杭州西湖天地),饮品店,￥37,四星商户,773.0,7.7,8.1,7.6,布蕾拿铁,冰卡布奇诺,巧克力可芬,南山路,南山路147号西湖天地12A号商铺,"120.159707,30.247152"
9742,bazinga百希卡英式奶茶(自游港店),饮品店,,准五星商户,15.0,8.2,8.3,8.2,皇家奶茶,提拉米苏,香草拿铁,下沙,金沙大道450号自游港潮玩馆一楼,"120.330228,30.309984"
9743,星巴克(拱墅万达店),饮品店,￥38,四星商户,120.0,8.4,8.3,8.1,半糖焦糖玛奇朵,太妃榛果风味糖脆拿铁TNL,馥芮白FW,万达广场,杭行路666号,"120.119106,30.330287"
9744,莓兽(滨江宝龙城店),饮品店,￥18,四星商户,31.0,8.0,8.1,8.2,左岸右岸,不黑森林,精灵女王,滨江宝龙城,火炬大道宝龙城3幢室内2楼肯德基旁,"120.167761,30.187941"
9745,DQ(城西银泰城店),饮品店,￥26,四星商户,598.0,8.4,8.3,8.2,巧克力麦片暴风雪,杏仁抹茶,奥利奥星云冰淇淋蛋糕,城西银泰,"丰潭路380-38号,城西银泰城B1楼B1F039号商铺","120.107559,30.299526"
9746,云喵咖啡,饮品店,,准四星商户,10.0,7.7,7.7,7.7,柠檬红茶,泡沫牛奶,拿铁,城西银泰,丰潭路388号御峰大厦1栋1502室,"120.110420,30.300990"
9747,星巴克(湖滨银泰B区店),饮品店,￥43,四星商户,53.0,8.2,8.2,7.8,焦糖玛奇朵,馥芮白,桃桃星冰乐,湖滨,延安路245号湖滨银泰in77-B区地下一层161室,"120.163452,30.254732"
9748,素匠泰茶(龙游路店),饮品店,￥21,五星商户,112.0,8.7,8.7,8.9,招牌泰椰奶花,泰式蛋糕奶茶,草莓遇见芭乐,凤起路沿线,龙游路7-2号,"120.160634,30.261738"
9749,星巴克(苏宁生活广场店),饮品店,￥39,准五星商户,131.0,8.4,8.4,8.3,经典红茶拿铁,馥芮白,冰美式,湖墅南路,湖墅南路90号,"120.155766,30.277265"
9750,coco都可(万象汇食通天店),饮品店,￥14,四星商户,36.0,8.0,8.0,8.1,奶茶三兄弟,牛奶三兄弟,草莓欧蕾,北干,北干金城路华润万象汇,"120.269263,30.181880"
9751,哈根达斯(杭州庆春店),饮品店,￥80,四星商户,235.0,8.4,8.1,8.1,心花怒放,情人节冰淇淋火锅,夏威夷果冰淇淋,城东,景昙路18-26号,"120.204625,30.259528"
9752,ZHONG CAFE 众咖,饮品店,,四星商户,17.0,7.9,8.0,8.0,拿铁咖啡,红石榴泡泡水,红丝绒拿铁,上城区,富春路近江西园6-2号,"120.202746,30.231540"
9753,luckin coffee瑞幸咖啡(远洋大厦店),饮品店,￥21,四星商户,73.0,7.9,8.1,8.1,摩卡,黑金气泡美式,抹茶拿铁,庆春路沿线,庆春路远洋大厦一层101,"120.183557,30.257690"
9754,luckin coffee瑞幸咖啡(星光中心店),饮品店,￥22,四星商户,59.0,8.0,8.2,8.4,圣诞姜饼人拿铁,卡布奇诺,摩卡,开发区/高教园,泰安路9号星光百货3楼,"120.210890,30.207170"
9755,一点点(市心中路店),饮品店,￥14,四星商户,33.0,8.3,8.4,8.4,奶茶,波霸奶绿,冰淇淋红茶,北干,市心中路582号,"120.267485,30.175689"
9756,星巴克(四眼井店),饮品店,￥52,四星商户,85.0,8.1,8.0,7.6,抹茶拿铁,抹茶可可碎片星冰乐,海盐抹茶芝士蛋糕,龙井/虎跑,西湖风景名胜区虎跑路47号,"120.136001,30.215604"
9757,西西弗书店矢量咖啡,饮品店,￥44,四星商户,31.0,7.8,7.9,7.8,咖啡,桂花乌龙茶,jumex果美乐,开发区/高教园,江汉路龙湖杭州滨江天街内,"120.205672,30.201068"
9758,COSTA COFFEE(杭州水晶城),饮品店,￥32,四星商户,180.0,8.2,8.4,8.3,香草焦糖卡布奇诺,玛奇朵,椰子香草拿铁,水晶城,上塘路458号水晶城购物中心114铺,"120.152194,30.304804"
9759,大堂酒廊  尊蓝钱江豪华精选,饮品店,￥176,四星商户,39.0,7.4,8.2,8.0,火烈鸟双人下午茶,英式下午茶,绿茶新茶季,万泰城,望江东路39号杭州尊蓝钱江豪华精选酒店,"120.196710,30.224405"
9760,三谷咖啡Cafe sangu’s,饮品店,￥69,四星商户,170.0,7.9,8.6,8.3,拿铁,法式香菇可颂,超级泡芙,江干区,新业路200号华峰国际102室,"120.214675,30.246948"
9761,星巴克(T3出发一店),饮品店,￥39,准四星商户,209.0,7.8,7.5,7.5,馥芮白,抹茶豆奶星冰乐,豆奶抹茶拿铁,萧山机场,萧山国际机场T3航站楼3层出发禁区安检内（24号登机口）,"120.436117,30.236030"
9762,星巴克,饮品店,￥39,四星商户,124.0,8.1,8.1,8.1,冰摇红莓黑加仑茶BCJT,马达加斯加香草风味星冰乐,馥芮白FW,钱江新城,景昙路9号西子国际一楼,"120.203827,30.258124"
9763,DQ(西溪印象城店),饮品店,￥28,四星商户,619.0,8.4,8.3,8.1,宇治抹茶奥利奥暴风雪,杏仁抹茶,巴旦木暴风雪,西溪,五常大道1号西溪印象城B1楼,"120.050504,30.247484"
9764,恭茶(水晶城店),饮品店,,准五星商户,32.0,8.7,8.7,8.9,奥利奥黑糖脏脏茶,恶魔黑糖脏脏茶,芒果黑糖脏脏茶,大关,上塘路458号,"120.151801,30.304109"
9765,一点点(501生活广场店),饮品店,￥14,四星商户,115.0,8.1,7.9,8.0,红茶玛奇朵,珍珠奶绿,四季奶青,新塘路/秋涛路沿线,景昙路杭州大厦501生活广场B1层,"120.203605,30.259903"
9766,星巴克(黄龙时代广场店),饮品店,￥35,四星商户,166.0,8.3,8.1,7.9,桃花满满风味抹茶拿铁,抹茶豆奶星冰乐,樱之恋蛋糕,西湖北线/黄龙,天目山路274号,"120.124955,30.272586"
9767,蘭芳園(滨江宝龙店),饮品店,￥23,四星商户,133.0,8.0,8.4,8.0,芝士鸡蛋仔,传统港式奶茶,招牌鱼豆腐,滨江宝龙城,滨盛路3867号滨江宝龙城市广场1区1号楼4层M-F4-035,"120.167376,30.187915"
9768,CoCo都可(庆春店),饮品店,￥12,四星商户,34.0,7.4,7.9,7.9,鲜芋青稞牛奶,奶茶三兄弟,鲜芋奶茶,庆春路沿线,庆春路68-1号,"120.177379,30.258203"
9769,一点点(天城店),饮品店,￥13,四星商户,134.0,8.3,8.5,8.4,波霸奶茶,四季玛奇朵,红茶玛奇朵,凯旋路/机场路沿线,天城路184-1号,"120.189329,30.284166"
9770,CoCo都可(工联CC店),饮品店,,四星商户,29.0,8.4,8.5,8.4,奶茶三兄弟,珍珠红茶拿铁,法式奶霜咖啡,吴山广场/河坊街,延安路292号工联CCB2层W001号,"120.164606,30.254683"
9771,inWE因味茶(滨江天街店),饮品店,￥53,准五星商户,156.0,8.4,8.9,8.9,蓝莓鲜果茶,粉粉益菌乳,摩洛哥暖茶,开发区/高教园,长河街道江汉路1515号江南天街商业中心1幢1-71号,"120.205405,30.200443"
9772,哈根达斯(杭州龙湖金沙天街店),饮品店,￥63,四星商户,109.0,8.2,8.3,8.2,冰淇淋单球,春日花漾派对冰淇淋,心花怒放,下沙,金沙大道560号龙湖杭州金沙天街1楼,"120.327468,30.310250"
9773,蝶来望湖宾馆八楼露台咖啡吧,饮品店,,准四星商户,11.0,7.4,7.6,7.5,酱皇蒸凤爪,金牌叉烧酥,芋丝炸春卷,庆春路沿线,环城西路蝶来望湖宾馆8楼,"120.159278,30.259203"
9774,luckin coffee瑞幸咖啡(海蓝财富中心店),饮品店,￥27,四星商户,26.0,8.1,8.4,8.7,抹茶拿铁,焦糖玛奇朵,香草拿铁,下城区,白石巷318号海蓝财富中心南楼112室,"120.165923,30.315076"
9775,哈根达斯(杭州利星店),饮品店,￥69,四星商户,684.0,8.1,7.6,7.6,花团锦簇冰淇淋火锅,提拉米苏恋曲,朗姆酒冰淇淋,湖滨,平海路124号銘德广场一楼哈根达斯店铺,"120.162140,30.254183"
9776,1点点(朝晖店),饮品店,￥16,四星商户,100.0,8.2,8.0,8.3,红茶玛奇朵,波霸奶绿,焦糖奶茶,朝晖地区,朝晖路173号世纪联华1楼大门口,"120.163228,30.276940"
9777,ZOO COFFEE(运河天地店),饮品店,￥69,准四星商户,62.0,7.4,7.9,7.5,香草拿铁,美式咖啡,鸡米花,拱墅区,小河路488号运河天地园区12幢,"120.137887,30.325132"
9778,DQ(滨江龙湖天街店),饮品店,￥27,准五星商户,73.0,8.5,8.4,8.5,希腊酸奶暴风雪,经典奥利奥,榴莲华夫脆,开发区/高教园,长河街道江汉路1515号江汉路与月明路交叉口龙湖滨江天街B1-37,"120.204788,30.200989"
9779,大通冰室(汇德隆·银隆店),饮品店,￥22,准五星商户,1204.0,8.8,8.8,8.6,鸡蛋仔,丝袜奶茶,港式鴛鴦,银隆百货,市心中路288号汇德隆·银隆百货4层,"120.268244,30.171586"
9780,特洛菲Trophy咖啡,饮品店,￥25,四星商户,33.0,8.3,8.4,8.5,美式咖啡,香草拿铁,无乳糖拿铁,凤起路沿线,孩儿巷178号,"120.165086,30.262524"
9781,星巴克(西溪银泰城店),饮品店,￥40,四星商户,69.0,8.1,8.2,8.1,红茶拿铁,焦糖玛奇朵,抹茶星冰乐,城西银泰,余杭塘路与弘德路交叉口西溪银泰城1层,"120.109030,30.299139"
9782,一点点(星光大道店),饮品店,￥15,四星商户,92.0,7.9,8.4,8.2,红茶玛奇朵,四季奶青,波霸奶茶,开发区/高教园,江南大道星光大道一期,"120.206189,30.211963"
9783,简诺咖啡,饮品店,￥49,四星商户,372.0,7.9,8.1,8.1,咖啡,水果茶,黑森林,吴山广场/河坊街,南宋御街保右桥西弄3号,"120.170815,30.243328"
9784,CoCo都可(下城中山北店),饮品店,￥15,四星商户,79.0,8.2,8.3,8.2,鲜芋青稞醇牛奶,鲜芋奶茶,珍珠奶茶,凤起路沿线,中山北路250号,"120.168906,30.263525"
9785,青咖啡,饮品店,￥52,四星商户,373.0,7.9,8.5,8.2,榴莲芝士蛋糕,提拉米苏,美式拿铁,西湖北线/黄龙,玉泉路青芝坞51号,"120.121506,30.258050"
9786,台铺奶茶(萧山万象汇店),饮品店,￥18,四星商户,39.0,7.6,8.4,8.3,黑糖丸子奶茶,泰芒芝士,新品芋圆烧仙草,万象汇,金城路华润万象汇B座208室,"120.269263,30.181880"
9787,星巴克(星光大道店),饮品店,￥44,四星商户,254.0,8.1,8.1,8.1,焦糖玛奇朵CM,法式香草拿铁星冰乐,椰香奶香星冰乐,开发区/高教园,江南大道228号星光国际广场1-101&1-201室,"120.209191,30.207159"
9788,芋颜季TaroStudio(武林路店),饮品店,￥17,四星商户,19.0,7.9,7.8,8.0,招牌仙草,招牌芋圆,,凤起路沿线,武林路279号,"120.160630,30.261435"
9789,Metoo Box·蜜桃,饮品店,￥39,准四星商户,18.0,7.4,7.6,7.6,咖喱海鲜乌冬面,墨西哥鸡肉意面,蘑菇烤鸡薄脆,开发区/高教园,西兴街道阡陌路459号聚光中心E110,"120.221347,30.207405"
9790,星巴克(万塘汇店),饮品店,￥35,四星商户,84.0,8.4,8.2,7.9,海盐焦糖风味馥芮白,焦糖玛奇朵CM,白巧克力榛果拿铁,高新文教区,万塘路262号万塘汇2幢101室,"120.124391,30.279078"
9791,星巴克(中大银泰城店),饮品店,￥35,四星商户,180.0,8.1,8.1,8.0,太妃榛果风味糖脆拿铁,付芮白,樱花星冰乐,中大银泰,东新路822号中大银泰城一层L108单元,"120.174114,30.327325"
9792,luckin coffee瑞幸咖啡(绿都大厦店),饮品店,￥19,四星商户,29.0,8.2,8.2,8.4,抹茶拿铁,焦糖拿铁,圣诞姜饼人拿铁,吴山广场/河坊街,清吟街167号绿都大厦1楼大堂商业区域,"120.172333,30.253857"
9793,素匠泰茶,饮品店,￥21,准五星商户,43.0,8.7,9.0,9.0,招牌泰椰奶花,素匠泰式珍奶,泰式蛋糕奶茶,湖墅南路,湖墅南路186-1号,"120.153615,30.281999"
9794,王小姐的茶(西溪银泰店),饮品店,￥11,四星商户,64.0,8.3,8.4,8.7,黑豹奶茶,血糯米奶茶,黑豹鲜奶,西溪银泰城,双龙街西溪银泰城2-东楼-219,"120.106213,30.297994"
9795,星巴克(金龙财富中心店),饮品店,￥39,四星商户,57.0,7.9,8.1,8.0,太妃榛果风味糖脆拿铁TNL,焦糖玛奇朵CM,咖啡星冰乐CF,庆春路沿线,庆春路38号一层103号商铺,"120.182414,30.259049"
9796,张小盒·茶(利星店),饮品店,,四星商户,21.0,7.9,8.5,8.6,张小盒奶茶,波霸奶茶,红网红火龙果盒,湖滨,东坡路利星广场一期一楼,"120.162458,30.254705"
9797,老台北奶茶(星光大道店),饮品店,￥13,四星商户,87.0,7.8,8.2,7.9,黑糖蛙蛋鲜奶,青蛙下蛋,宝岛炸鸡尖,星光大道,星光大道丹枫路1075号麦当劳对面,"120.207786,30.207362"
9798,牛奶焦了,饮品店,￥15,四星商户,176.0,7.6,7.8,8.4,焦滴滴波霸奶茶,焦滴滴布丁奶茶,匠心波霸奶茶,吴山广场/河坊街,河坊街79号,"120.171813,30.240176"
9799,Kubrick咖啡书店(万象城购物中心店),饮品店,￥40,准四星商户,228.0,7.4,7.6,7.5,卡布奇诺,抹茶拿铁,风味牛奶,钱江新城,富春路701号万象城购物中心3层370号,"120.215364,30.251091"
9800,AlfeeHome艾神家咖啡(西溪银泰店),饮品店,￥22,四星商户,46.0,8.0,7.8,8.0,炙烤黑糖拿铁,经典美式,提拉米苏,西溪银泰城,地址:双龙街西溪银泰5号楼-3北-121商铺,"120.075105,30.293040"
9801,CoCo都可(景芳地铁店),饮品店,￥14,四星商户,36.0,8.2,8.4,8.3,鲜百香双响炮,奶茶三兄弟,啤酒花梨,新塘路/秋涛路沿线,景芳地铁站商业空间A1、A2商铺,"120.213915,30.254603"
9802,CoCo都可(黄龙文三店),饮品店,￥14,四星商户,68.0,8.1,8.6,8.4,鲜芋牛奶西米露,鲜芋雪冰,鲜百香双响炮,高新文教区,文三路345号1楼C-1号商铺,"120.133207,30.276866"
9803,1点点(双菱店),饮品店,￥12,四星商户,133.0,8.1,8.0,8.1,红茶玛奇朵,波霸奶绿,焦糖奶茶,城东,双菱路125号,"120.195444,30.261008"
9804,阿姨奶茶专卖(惠民路总店),饮品店,￥12,四星商户,575.0,8.1,7.6,8.2,血糯米奶茶,酒酿奶茶,南瓜奶茶,吴山广场/河坊街,惠民路31号,"119.282862,29.476773"
9805,春韵咖啡馆,饮品店,￥62,四星商户,183.0,7.7,8.1,7.5,鲫鱼面,鸡爪,青蟹面,高新文教区,高技街41-2号,"120.115421,30.284575"
9806,XIEXIE COFFEE&TEA(星光店),饮品店,,准四星商户,8.0,7.2,7.2,7.3,咖啡,,,开发区/高教园,光辉路2期附近,"120.207327,30.208739"
9807,COSTA COFFEE(杭州奥特莱斯),饮品店,￥43,四星商户,182.0,7.9,8.3,8.1,醇艺白咖啡,咖世家提拉米苏,英式红茶,钱江新城,钱江新城解放东路8号人马街026A,"120.214871,30.240929"
9808,luckin coffee瑞幸咖啡(迪凯银座店),饮品店,￥23,四星商户,46.0,8.0,7.9,8.4,榛果拿铁,卡布奇诺瑞纳冰,宇治抹茶瑞纳冰,钱江新城,解放东路迪凯银座大厦一楼大厅,"120.211541,30.241758"
9809,WAKE TOWN莱福道,饮品店,￥228,四星商户,48.0,7.6,7.9,7.8,玛格丽特,鸡尾酒,烤鸭,庆春路沿线,武林路9号,"120.160238,30.259332"
9810,花Q,饮品店,￥29,准五星商户,32.0,8.1,8.9,8.6,白桃茉莉,草莓宝宝,椰林飘香,开发区/高教园,滨盛路与诚业路交叉口宝龙城市广场2幢127号,"120.168331,30.188162"
9811,mumu(西溪印象店),饮品店,￥10,准四星商户,273.0,7.5,7.7,7.7,兵马俑奶缇,奶茶玛奇朵,茉莉奶提,西溪,五常大道1号西溪湿地印象城夹层,"120.049574,30.247444"
9812,茶の熊本(湖滨银泰店),饮品店,￥17,四星商户,34.0,7.9,8.4,8.1,满杯都乐凤梨绿,古早红豆厚牛乳,百香果苏打可尔必思,湖滨,延安路湖滨银泰in77E座3F,"120.163811,30.268079"
9813,面包和茶,饮品店,￥26,四星商户,75.0,8.0,8.3,8.2,超感榴莲,柠檬养乐多,摩卡王子,新天地,长浜路东方茂商业中心二层281室-47、48,"120.178985,30.321364"
9814,ALSGONGCHA贡茶,饮品店,￥17,准四星商户,216.0,7.6,7.9,7.8,寒天爱玉,熊妈奶盖阿里山乌龙茶,香柚寒天清茶,武林广场,体育场路333号国大城市广场B2,"120.162344,30.269596"
9815,a2咖啡,饮品店,￥29,四星商户,98.0,8.0,8.3,8.2,a²咖啡（脏脏咖啡）,绒情拿铁,浓情摩卡,湖滨,延安路239号湖滨银泰in77D区B1楼108室,"120.163452,30.254732"
9816,Tea's原味台湾茶(湖滨银泰店),饮品店,￥10,准五星商户,100.0,8.4,8.4,8.7,波霸奶茶,台湾阿里山绿茶,台湾四季春茶,湖滨,平海路65号,"120.165278,30.253933"
9817,弥茶(来福士中心店),饮品店,￥17,四星商户,359.0,7.7,8.2,7.9,弥芝士香桃乌龙,弥蜜果园,芝士武岩韵茶,钱江新城,富春路与新业路交叉口来富士广场L7-04A,"120.213051,30.248772"
9818,肆季咖啡Seasons coffee,饮品店,￥49,四星商户,48.0,8.3,8.4,8.4,黑芝麻冰淇淋,玫瑰情人苏打水,冰酿卡布奇诺,瑶琳路沿线,大联路266号,"119.690953,29.796655"
9819,印茶(滨江星耀城店),饮品店,￥17,四星商户,58.0,8.1,8.3,8.6,奶茶,黑糖碎碎冰,奥利奥黑糖鲜乳,开发区/高教园,江陵路2028号星耀城一期2幢117,"120.214583,30.213250"
9820,舒羽咖啡(运河店),饮品店,￥58,四星商户,1066.0,7.5,8.6,7.9,舒羽咖啡,水果茶,抹茶慕斯,拱宸桥/上塘,桥西直街1号,"120.138972,30.318124"
9821,一点点(运河上街店),饮品店,￥18,四星商户,26.0,8.0,8.2,8.2,四季春茶玛奇朵,乌龙奶茶,焦糖奶茶,运河上街,台州路2号运河上街1层,"120.145268,30.319263"
9822,COSTA COFFEE(杭州华星店),饮品店,￥38,四星商户,59.0,8.0,8.1,8.3,榛子卡布奇诺,橙香力娇卡布奇诺,香草焦糖卡布奇诺,高新文教区,文三路478号华星时代广场A座,"120.125105,30.277117"
9823,星巴克(滨江龙湖5F店),饮品店,￥40,四星商户,34.0,8.2,8.1,8.2,抹茶提拉米苏风味星冰乐,桃桃星冰乐,大溪地香草风味玛奇朵,开发区/高教园,江汉路1515号5F-01号商铺,"120.204798,30.201000"
9824,星巴克(宝龙广场店),饮品店,￥42,四星商户,40.0,8.3,8.0,8.1,抹茶星冰乐,绵云冷萃冰咖啡,香草星冰乐,和达东东城,学府街宝龙广场东区1层,"120.385402,30.311390"
9825,悠然咖啡烘焙坊,饮品店,￥39,准五星商户,188.0,8.9,8.3,8.9,手冲咖啡,耶加雪菲,瑰夏,吴山广场/河坊街,江城路水门南弄3号越界锦绣工坊1号楼113号,"120.174725,30.231252"
9826,爱茜茜里(城西银泰城店),饮品店,￥29,准五星商户,438.0,8.4,8.3,8.0,西班牙风味柠檬雪芭,草莓酸奶果昔,绿野仙踪抹茶冰淇淋蛋糕,城西银泰,丰潭路380号2F023,"120.106526,30.299392"
9827,隐品咖啡iNESP(西溪银泰店),饮品店,￥23,四星商户,119.0,8.2,8.2,8.6,蓝朋友,荔枝玛奇朵,澳白,西溪银泰城,双龙街西溪银泰2号楼西楼106号,"120.075105,30.293040"
9828,1点点(建国北路店),饮品店,￥14,四星商户,86.0,8.0,8.2,8.2,波霸奶茶,红茶黑糖玛奇朵,四季奶青,建国路沿线,建国北路451号,"120.180264,30.268011"
9829,PLAY LOUNGE(龙湖滨江天街店),饮品店,￥63,准四星商户,59.0,7.2,8.3,7.8,冰美式,莓芝芝四季春,天使奶盖草本清新茶,滨江天街,江汉路1515号龙湖滨江天街2F-10,"120.204667,30.198957"
9830,星巴克(凯悦店),饮品店,￥41,四星商户,704.0,7.7,7.5,7.4,椰香奶香星冰乐,黑森林拿铁,原味摩卡,湖滨,平海路124号,"120.162025,30.255192"
9831,luckin coffee瑞幸咖啡(计量大厦店),饮品店,￥19,四星商户,34.0,7.9,7.8,7.8,圣诞姜饼人拿铁,咖啡,摩卡,高新文教区,文三路计量大厦,"120.125596,30.277477"
9832,1点点(定安店),饮品店,￥16,准五星商户,244.0,8.6,8.6,8.6,红茶玛奇朵,波霸奶茶,焦糖奶茶,吴山广场/河坊街,定安路苹果体验中心旁边,"120.176628,30.218674"
9833,快乐柠檬(临平银泰城店),饮品店,￥13,四星商户,38.0,7.8,8.5,8.4,蛋糕忌廉珍珠牛奶茶,手榨香柠茉香绿茶,紫芋丸子哞哞茶,临平,世纪大道西1号临平银泰城负一楼B151-2,"120.292536,30.398450"
9834,1点点(江城店),饮品店,￥12,四星商户,145.0,8.3,8.0,7.9,波霸奶绿,红茶玛奇朵,四季玛奇朵,城站火车站,江城路845号,"120.179303,30.240512"
9835,大通冰室(龙湖金沙天街店),饮品店,￥17,准五星商户,724.0,8.5,8.5,8.4,鸡蛋仔,丝袜奶茶,港式鴛鴦,下沙,金沙大道560号龙湖杭州金沙天街4楼,"120.327468,30.310250"
9836,印茶(文二路店),饮品店,￥18,准五星商户,38.0,8.4,8.5,8.7,熔岩黑糖厚鲜乳,黑糖碎碎冰,抹茶黑糖鲜乳,高新文教区,文二路462-2号,"120.120427,30.282462"
9837,Auco游咖.休闲走咖(文晖路店),饮品店,￥18,四星商户,197.0,8.2,8.2,8.4,芝士牛肉三文治,芝士拿铁,热原味拿铁,西湖文化广场,文晖路266号,"120.166836,30.281453"
9838,椰二三(武林路店),饮品店,￥13,四星商户,123.0,7.7,7.7,8.0,王者手摇椰奶茶,纯椰火龙果萃,椰遇经典抹茶,武林广场,武林路315号,"120.160034,30.266470"
9839,1点点(万泰城店),饮品店,￥20,四星商户,64.0,8.2,8.1,8.4,奶茶,红茶玛奇朵,冰淇淋红茶,万泰城,望江东路332号万泰城2层,"120.193288,30.228907"
9840,1点点(和平广场店),饮品店,￥13,准五星商户,84.0,8.4,8.4,8.5,奶绿,四季玛奇朵,焦糖奶茶,和平广场,东新路155号和平广场世纪联华一楼,"120.177508,30.290620"
9841,TOFFEE MEOW奶糖猫,饮品店,￥47,准四星商户,162.0,7.3,7.9,7.5,奶糖猫咖啡,岩烧乳酪,法式烤布蕾,龙井/虎跑,下满觉陇路113号,"120.123811,30.218158"
9842,星巴克(远洋乐堤港店),饮品店,￥44,四星商户,120.0,8.2,8.4,7.9,焦糖玛奇朵,抹茶星冰乐,纽约芝士,大关,丽水路58号远洋乐堤港B1层,"120.143418,30.304688"
9843,SMALL BELL布偶猫咖,饮品店,￥38,四星商户,21.0,7.6,8.0,7.7,健康无油鸡米花,提拉米苏,伯爵奶茶,开发区/高教园,月明路819号,"120.216504,30.204346"
9844,一点点(莲花街店),饮品店,￥15,四星商户,89.0,8.5,8.2,8.4,焦糖奶茶,四季奶青,冰淇淋红茶,古墩路沿线,莲花街232号,"120.100073,30.270702"
9845,東壹咖啡,饮品店,￥101,准四星商户,95.0,7.3,8.1,7.5,牛小排,卡布其诺,煲仔饭,下沙,6号大街452号,"120.371956,30.303513"
9846,大通冰室(工联店),饮品店,￥13,五星商户,1063.0,8.9,8.7,8.9,鸡蛋仔,丝袜奶茶,柠檬利宾纳,湖滨,延安路292号工联大厦负一层,"120.164651,30.254169"
9847,一点点,饮品店,￥12,四星商户,23.0,8.4,8.2,7.9,波霸奶茶,乌龙奶茶,,余杭区,仓兴街113-3号,"120.000128,30.290211"
9848,一墙花开(白乐桥店),饮品店,￥58,四星商户,146.0,8.0,8.2,8.1,总统三明治,美式咖啡,意式番茄肉酱面,灵隐,灵隐白乐桥20号,"120.107632,30.243513"
